Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Rohin_Shah_Blurb
UUJCZ9TG,blogPost,2015,"Krakovna, Victoria",Risks from general artificial intelligence without an intelligence explosion,Victoria Krakovna,,,,https://vkrakovna.wordpress.com/2015/11/29/ai-risk-without-an-intelligence-explosion/,"“An ultraintelligent machine could design even better machines; there would then unquestionably be an ‘intelligence explosion,’ and the intelligence of man would be left far behin…",2015-11-30,2022-01-30 4:52:48,2022-01-30 4:52:48,2020-11-21 16:55:53,,,,,,,,,,,,,,en,,,,,,,ZSCC: NoCitationData[s0]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/QSBISDWW/ai-risk-without-an-intelligence-explosion.html,,TechSafety; DeepMind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCIE3RBG,blogPost,2020,"Krakovna, Victoria",Possible takeaways from the coronavirus pandemic for slow AI takeoff,AI Alignment Forum,,,,https://www.alignmentforum.org/posts/wTKjRFeSjKLDSWyww/possible-takeaways-from-the-coronavirus-pandemic-for-slow-ai,"Epistemic status: fairly speculative, would appreciate feedback As the covid-19 pandemic unfolds, we can draw lessons from it for managing future global risks, such as other pandemics, climate change, and risks from advanced AI. In this post, I will focus on possible implications for AI risk. For a broader treatment of this question, I recommend FLI's covid-19 page that includes expert interviews on the implications of the pandemic for other types of risks.  A key element in AI risk scenarios is the speed of takeoff - whether advanced AI is developed gradually or suddenly. Paul Christiano's post on takeoff speeds  defines slow takeoff in terms of the economic impact of AI as follows: ""There will be a complete 4 year interval in which world output doubles, before the first 1 year interval in which world output doubles."" It argues that slow AI takeoff is more likely than fast takeoff, but is not necessarily easier to manage, since it poses different challenges, such as large-scale coordination. This post expands on this point by examining some parallels between the coronavirus pandemic and a slow takeoff scenario. The upsides of slow takeoff include the ability to learn from experience, act on warning signs, and reach a timely consensus that there is a serious problem. I would argue that the covid-19 pandemic had these properties, but most of the world's institutions did not take advantage of them. This suggests that, unless our institutions improve, we should not expect the slow AI takeoff scenario to have a good default outcome.   1. Learning from experience. In the slow takeoff scenario, general AI is     expected to appear in a world that has already experienced transformative     change from less advanced AI, and institutions will have a chance to learn     from problems with these AI systems. An analogy could be made with learning     from dealing with less ""advanced"" epidemics like SARS that were not as     successful as covid-19 at spreading across the worl",2020-05-31,2022-01-30 4:52:47,2022-01-30 4:52:47,2020-08-31 18:12:52,,,,,,,,,,,,,,,,,,,,,ZSCC: NoCitationData[s1]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/6W9S9Z9G/possible-takeaways-from-the-coronavirus-pandemic-for-slow-ai.html,,TechSafety; DeepMind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9UHP8WTZ,blogPost,2021,"Everitt, Tom; Carey, Ryan; Hammond, Lewis; Fox, James; Langlois, Eric; Legg, Shane",Progress on Causal Influence Diagrams,Medium,,,,https://deepmindsafetyresearch.medium.com/progress-on-causal-influence-diagrams-a7a32180b0d1,"By Tom Everitt, Ryan Carey, Lewis Hammond, James Fox, Eric Langlois, and Shane Legg",2021-08-11,2022-01-30 4:52:47,2022-01-30 4:52:47,2021-11-14 19:06:48,,,,,,,,,,,,,,en,,,,,,,ZSCC: NoCitationData[s0]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/GIGW9EBD/progress-on-causal-influence-diagrams-a7a32180b0d1.html,,TechSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CECMW3NM,blogPost,2020,"Aguirre, Anthony",Why those who care about catastrophic and existential risk should care about autonomous weapons,Effective Altruism Forum,,,,https://forum.effectivealtruism.org/posts/oR9tLNRSAep293rr5/why-those-who-care-about-catastrophic-and-existential-risk-2,"(crossposted to Lesswrong here.) Although I have not seen the argument made in any detail or in writing, I and the Future of Life Institute (FLI) have gathered the strong impression that parts of the effective altruism ecosystem are skeptical of the importance of the issue of autonomous weapons systems. This post explains why we think those interested in avoiding catastrophic and existential risk, especially risk stemming from emerging technologies, may want to have this issue higher on their list of concerns. We will first define some terminology and do some disambiguation, as there are many classes of autonomous weapons that are often conflated; all classes have some issues of concern, but some are much more problematic than others. We then detail three basic motivations for research, advocacy, coordination, and policymaking around the issue:  1. Governance of autonomous weapon systems is a dry-run, and precedent, for     governance of AGI. In the short term, AI-enabled weapons systems will share     many of the technical weaknesses and shortcomings of other AI systems, but     like general AI also raise safety concerns that are likely to increase      rather than decrease with capability advances. The stakes are intrinsically     high (literally life-or-death), and the context is an inevitably adversarial     one involving states and major corporations. The sort of global coordination     amongst potentially adversarial parties that will be required for governance     of transformative/general AI systems will not arise from nowhere, and     autonomous weapons offer an invaluable precedent and arena in which to build     experience, capability, and best practices.  2. Some classes of lethal autonomous weapon systems constitute scalable weapons     of mass destruction (which may also have a much lower threshold for first     use or accidental escalation), and hence a nascent catastrophic risk.  3. By increasing the probability of the initiation and/or escalation",2020-11-11,2022-01-30 4:53:38,2022-01-30 4:53:38,2020-12-19 4:18:42,,,,,,,,,,,,,,,,,,,,,ZSCC: NoCitationData[s1]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/DGBAP7KK/why-those-who-care-about-catastrophic-and-existential-risk.html; /Users/jacquesthibodeau/Zotero/storage/K2N72EX7/why-those-who-care-about-catastrophic-and-existential-risk-2.html,,MetaSafety; AmbiguosSafety; FLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G86SMTN9,blogPost,2019,"Krakovna, Victoria",ICLR Safe ML Workshop Report,Future of Life Institute,,,,https://futureoflife.org/2019/06/18/iclr-safe-ml-workshop-report/,Victoria Krakovna co-organized the 2019 ICLR Safe ML workshop. One of the main goals was to bring together near and long term safety research communities.,2019-06-18,2022-01-30 4:53:38,2022-01-30 4:53:38,2020-12-14 23:28:16,,,,,,,,,,,,,,en-US,,,,,,,ZSCC: NoCitationData[s1]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/X9EEWW4D/iclr-safe-ml-workshop-report.html,,TechSafety; DeepMind; FLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QQ2PGVQJ,blogPost,2015,"Sandberg, Anders","We, Borg: Speculations on hive minds as a posthuman state",aleph.se,,,,,,2015,2022-01-30 4:53:37,2022-01-30 4:53:37,,,,,,,,"We, Borg",,,,,,,,,,,,,,ZSCC: NoCitationData[s1]  ACC: 7,,,,MetaSafety; FHI; AmbiguosSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSXDIQ42,blogPost,2017,"Bostrom, Nick",Transhumanist FAQ 3.0,Humanity +,,,,https://humanityplus.org/philosophy/transhumanist-faq/,,2017,2022-01-30 4:53:37,2022-01-30 4:53:37,,,,,,,,,,,,,,,,,,,,,,ZSCC: 0000013,,,,MetaSafety; FHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTTGW3VK,blogPost,2020,"Armstrong, Stuart","Subagents and impact measures, full and fully illustrated",AI Alignment Forum,,,,https://www.alignmentforum.org/posts/mdQEraEZQLg7jtozn/subagents-and-impact-measures-full-and-fully-illustrated,"0. INTRODUCTION: WHY YET ANOTHER POST ABOUT SUBAGENTS? I’ve recently been writing a sequence on how subagents can undermine impact penalties such as attainable utility preservation. I’m not happy with that sequence; it’s messy and without examples (apart from its first post), people didn’t understand it, and it suffers from the fact that I discovered key ideas as I went along. So I’ve combined everything there into a single post, explained with examples and an abundance of pictures. Hopefully an over- rather than an under-abundance of pictures. Of the original sequence, I've only kept the mathematical results  of this post and the initial example post which has a clearer example of ""high power"" for a subagent. This post here is laid out in a way that makes logical sense, but might not be the clearest for people unfamiliar with the area. For those people, I recommend skipping section 2 initially, and returning to it later. But, whatever you do, make sure you glance at 6.1 and 6.2 before leaving. 1. THE WORLD Our fearless agent A moves around in a gridworld: Each turn, A can move ones square horizontally or vertically. It can also manipulate objects in the eight squares around it, allowing it to, not incidentally, assemble the three pieces to its west into an subagent SA. The robot can also do the noop action, ∅, which does nothing, and it can speak. The subagent, when assembled, has the same action set available. Its positive reward, the one it wants to increase, is R0. To get this reward, a robot needs to move onto the blue button in the east; R0 will give a reward of 1  the first time this happens (and 0 before and after). The discount factor is 0<γ <1. Just to the west of the blue button is a one-way door. Robots can move east through it, but cannot move west through it: 1.1 THE IMPACT REWARD The impact penalty is supposed to ensure that A does not make too many change in the world, and keeps it similar, in some senses, to a specific baseline world. I",2020-02-24,2022-01-30 4:53:35,2022-01-30 4:53:35,2020-09-05 18:47:33,,,,,,,,,,,,,,,,,,,,,ZSCC: NoCitationData[s1]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/A6XJUF5U/subagents-and-impact-measures-full-and-fully-illustrated.html,,TechSafety; FHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XE3FX4MZ,blogPost,2019,"Armstrong, Stuart",Research Agenda v0.9: Synthesising a human's preferences into a utility function,LessWrong,,,,https://www.lesswrong.com/posts/CSEdLLEkap2pubjof/research-agenda-v0-9-synthesising-a-human-s-preferences-into,"I'm now in a position where I can see a possible route to a safe/survivable/friendly Artificial Intelligence being developed. I'd give a 10+% chance of it being possible this way, and a 95% chance that some of these ideas will be very useful for other methods of alignment. So I thought I'd encode the route I'm seeing as research agenda; this is the first public draft of it. Clarity, rigour, and practicality: that's what this agenda needs. Writing this agenda has clarified a lot of points for me, to the extent that some of it now seems, in retrospect, just obvious and somewhat trivial - ""of course that's the way you have to do X"". But more clarification is needed in the areas that remain vague. And, once these are clarified enough for humans to understand, they need to be made mathematically and logically rigorous - and ultimately, cashed out into code, and tested and experimented with. So I'd appreciate any comments that could help with these three goals, and welcome anyone interested in pursuing research along these lines over the long-term. Note: I periodically edit this document, to link it to more recent research ideas/discoveries. 0 THE FUNDAMENTAL IDEA This agenda fits itself into the broad family of Inverse [https://ai.stanford.edu/~ang/papers/icml00-irl.pdf] Reinforcement [https://arxiv.org/abs/1606.03137] Learning [https://www.youtube.com/watch?v=Ts-nTIYDXok]: delegating most of the task of inferring human preferences to the AI itself. Most of the task, since it's been shown that humans need to build the right assumptions into the AI, or else the preference learning will fail [https://arxiv.org/abs/1712.05812]. To get these ""right assumptions"", this agenda will look into what preferences actually are, and how they may be combined together. There are hence four parts to the research agenda:  1. A way of identifying the (partial[1] [#fn-wPj8aGxtWBoDNTAof-1]) preferences     of a given human H.  2. A way for ultimately synthesising a utility function UH",2019,2022-01-30 4:53:34,2022-01-30 4:53:34,2019-12-16 22:32:49,,,,,,,Research Agenda v0.9,,,,,,,,,,,,,,ZSCC: NoCitationData[s6]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/ASUSJMZZ/research-agenda-v0-9-synthesising-a-human-s-preferences-into.html; /Users/jacquesthibodeau/Zotero/storage/QNPQFGW3/research-agenda-v0-9-synthesising-a-human-s-preferences-into.html,,TechSafety; FHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHS635XH,blogPost,2020,"O'Keefe, Cullen",Parallels Between AI Safety by Debate and Evidence Law,Cullen O'Keefe,,,,https://cullenokeefe.com/blog/debate-evidence,,2020-07-20,2022-01-30 4:53:19,2022-01-30 4:53:19,2020-08-28 17:19:24,,,,,,,,,,,,,,en-US,,,,,,,ZSCC: NoCitationData[s1]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/GEGGQ6BR/debate-evidence.html,,MetaSafety; FHI; Open-AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V7S6UBMU,blogPost,2020,"Armstrong, Stuart",Model splintering: moving from one imperfect model to another,AI Alignment Forum,,,,https://www.alignmentforum.org/posts/k54rgSg7GcjtXnMHX/model-splintering-moving-from-one-imperfect-model-to-another-1,"1. THE BIG PROBLEM In the last few months, I've become convinced that there is a key meta-issue in AI safety; a problem that seems to come up in all sorts of areas. It's hard to summarise, but my best phrasing would be:  * Many problems in AI safety seem to be variations of ""this approach seems safe    in this imperfect model, but when we generalise the model more, it becomes    dangerously underdefined"". Call this model splintering.  * It is intrinsically worth studying how to (safely) transition from one    imperfect model to another. This is worth doing, independently of whatever    ""perfect"" or ""ideal"" model might be in the background of the imperfect    models. This sprawling post will be presenting examples of model splintering, arguments for its importance, a formal setting allowing us to talk about it, and some uses we can put this setting to. 1.1 IN THE LANGUAGE OF TRADITIONAL ML In the language of traditional ML, we could connect all these issues to "" out-of-distribution"" behaviour. This is the problems that algorithms encounter when the set they are operating on is drawn from a different distribution than the training set they were trained on. Humans can often see that the algorithm is out-of-distribution and correct it, because we have a more general distribution in mind than the one the algorithm was trained on. In these terms, the issues of this post can be phrased as:  1. When the AI finds itself mildly out-of-distribution, how best can it extend     its prior knowledge to the new situation?  2. What should the AI do if it finds itself strongly out-of-distribution?  3. What should the AI do if it finds itself strongly out-of-distribution, and     humans don't know the correct distribution either? 1.2 MODEL SPLINTERING EXAMPLES Let's build a more general framework. Say that you start with some brilliant idea for AI safety/alignment/effectiveness. This idea is phrased in some (imperfect) model. Then ""model splintering"" happens when you or the AI",2020-08-27,2022-01-30 4:53:19,2022-01-30 4:53:19,2020-09-07 18:35:31,,,,,,,Model splintering,,,,,,,,,,,,,,ZSCC: NoCitationData[s1]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/G43HNSF6/model-splintering-moving-from-one-imperfect-model-to-another-1.html,,TechSafety; FHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQ8FTBHJ,blogPost,2018,"Evans, Owain; Steinhardt, Jacob",Model Mis-specification and Inverse Reinforcement Learning,AI Alignment Forum,,,,https://www.alignmentforum.org/posts/cnC2RMWEGiGpJv8go/model-mis-specification-and-inverse-reinforcement-learning,"Posted as part of the AI Alignment Forum sequence on Value Learning. Rohin's note: While I motivated the last post with an example of using a specific model for human biases, in this post (original here), Jacob Steinhardt and Owain Evans point out that model mis-specification can arise in other parts of inverse reinforcement learning as well. The arguments here consider some more practical concerns (for example, the worries about getting only short-term data for each human would not be a problem if you had the entire human policy). -------------------------------------------------------------------------------- In my previous post, “Latent Variables and Model Mis-specification”, I argued that while machine learning is good at optimizing accuracy on observed signals, it has less to say about correctly inferring the values for unobserved variables in a model. In this post I’d like to focus in on a specific context for this: inverse reinforcement learning (Ng et al. 2000, Abbeel et al. 2004, Ziebart et al. 2008, Ho et al 2016), where one observes the actions of an agent and wants to infer the preferences and beliefs that led to those actions. For this post, I am pleased to be joined by Owain Evans, who is an active researcher in this area and has co-authored an online book about building models of agents (see here in particular for a tutorial on inverse reinforcement learning and inverse planning). Owain and I are particularly interested in inverse reinforcement learning (IRL) because it has been proposed (most notably by Stuart Russell) as a method for learning human values in the context of AI safety; among other things, this would eventually involve learning and correctly implementing human values by artificial agents that are much more powerful, and act with much broader scope, than any humans alive today. While we think that overall IRL is a promising route to consider, we believe that there are also a number of non-obvious pitfalls related to performing IRL",2018,2022-01-30 4:53:19,2022-01-30 4:53:19,2020-12-17 4:36:25,,,,,,,,,,,,,,,,,,,,,ZSCC: NoCitationData[s1]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/KBV5ZKMW/cnC2RMWEGiGpJv8go.html,,TechSafety; FHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GKG6XR6Z,blogPost,2020,"Armstrong, Stuart",Predictors exist: CDT going bonkers... forever,AI Alignment Forum,,,,https://www.alignmentforum.org/posts/Kr76XzME7TFkN937z/predictors-exist-cdt-going-bonkers-forever,"I've been wanting to get a better example of CDT (causal decision theory) misbehaving, where the behaviour is more clearly suboptimal than it is in the  Newcomb problem (which many people don't seem to accept as CDT being suboptimal), and simpler to grasp than Death in Damascus. THE ""PREDICTORS EXIST"" PROBLEM So consider this simple example: the player is playing against Omega, who will predict their actions[1]. The player can take three actions: ""zero"", ""one"", or ""leave"". If ever they do ""leave"", then the experiment is over and they leave. If they choose ""zero"" or ""one"", then Omega will predict their action, and compare this to their actual action. If the two match, then the player loses 1 utility and the game repeats; if the action and the prediction differs, then the player gains 3 utility and the experiment ends. Assume that actually Omega is a perfect or quasi-perfect predictor, with a good model of the player. An FDT or EDT agent would soon realise that they couldn't trick Omega, after a few tries, and would quickly end the game. But the CDT player would be incapable of reaching this reasoning. Whatever distribution they compute over Omega's prediction, they will always estimate that they (the CDT player) have at least a 50% chance of choosing the other option[2], for an expected utility gain of at least 0.5(3)+0.5(−1)=1. Basically, the CDT agent can never learn that Omega is a good predictor of themselves[3]. And so they will continue playing, and continue losing... for ever. --------------------------------------------------------------------------------  1. Omega will make this prediction not necessarily before the player takes     their action, not even necessarily without seeing this action, but still     makes the prediction independently of this knowledge. And that's enough for     CDT. ↩︎            2. For example, suppose the CDT agent estimates the prediction will be ""zero""     with probability p, and ""one"" with probability 1-p. Then if p≥1/2",2020-01-14,2022-01-30 4:53:19,2022-01-30 4:53:19,2020-09-07 18:27:36,,,,,,,Predictors exist,,,,,,,,,,,,,,ZSCC: NoCitationData[s1]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/GDCP95WU/predictors-exist-cdt-going-bonkers-forever.html,,TechSafety; FHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U4AWP6AV,blogPost,2020,"Nguyen, Chi",My Understanding of Paul Christiano's Iterated Amplification AI Safety Research Agenda,AI Alignment Forum,,,,https://www.lesswrong.com/posts/PT8vSxsusqWuN7JXp/my-understanding-of-paul-christiano-s-iterated-amplification,"Crossposted from the EA forum You can read this post as a google docs instead (IMO much better to read). This document aims to clarify the AI safety research agenda by Paul Christiano (IDA) and the arguments around how promising it is. Target audience: All levels of technical expertise. The less knowledge about IDA someone has, the more I expect them to benefit from the writeup. Writing policy: I aim to be as clear and concrete as possible and wrong rather than vague to identify disagreements and where I am mistaken. Things will err on the side of being too confidently expressed. Almost all footnotes are content and not references. Epistemic Status: The document is my best guess on IDA and might be wrong in important ways. I have not verified all of the content with somebody working on IDA. I spent ~4 weeks on this and have no prior background in ML, CS or AI safety. I wrote this document last summer (2019) as part of my summer research fellowship at FHI. I was planning to restructure, complete and correct it since but haven’t gotten to it for a year, so decided to just publish it as it is. The document has not been updated, i.e. nothing that has been released since September 2019 is incorporated into this document. Paul Christiano generously reviewed part of this summary. I added his comments verbatim in the document. Apologies for the loss of readability due to this. This doesn’t imply he endorses any part of this document. PURPOSE OF THIS DOCUMENT: CLARIFYING IDA IDA is Paul Christiano’s AI safety research agenda.[1] Christiano works at OpenAI which is one of the main actors in AI safety and IDA is by many considered the most complete[2] AI safety agenda. However, people who are not directly working on IDA are often confused about how exactly to understand the agenda. Clarifying IDA would make it more accessible  for technical people to work on and easier to assess for nontechnical people who want to think about its implications. I believe that there are",2020-08-15,2022-01-30 4:53:19,2022-01-30 4:53:19,2020-08-24 20:21:42,,,,,,,,,,,,,,,,,,,,,ZSCC: NoCitationData[s1]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/EIQBMQPS/my-understanding-of-paul-christiano-s-iterated-amplification.html,,TechSafety; FHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UIU789GM,blogPost,2020,"Armstrong, Stuart",If I were a well-intentioned AI... I: Image classifier,AI Alignment Forum,,,,https://www.alignmentforum.org/posts/gzWb5kWwzhdaqmyTt/if-i-were-a-well-intentioned-ai-i-image-classifier,"INTRODUCTION: IF I WERE A WELL-INTENTIONED AI... I've often warned people about the dangers of anthropomorphising AIs - how it can mislead us about what's really going on in an AI (and hence how the AI might act in the future), cause us to not even consider certain failure modes, and make us believe we understand things much better than we do. Oh well, let's ignore all that. I'm about to go on a journey of major anthropomorphisation, by asking myself:  * ""If I was a well-intentioned AI, could I solve many of the problems in AI    alignment?"" My thinking in this way started when I wondered: suppose I knew that I was given a proxy goal rather than the true goal; suppose that I knew about the Goodhart problem, and suppose that I really ""wanted"" to align with the true goal - could I then do it? I was having similar thoughts about being a mesa-optimiser. It seems to me that asking and answering these kind of questions leads to new and interesting insights. Of course, since they come via anthropomorphisation, we need to be careful with them, and check that they are really applicable to AI systems - ensuring that I'm not bringing some of my own human knowledge about human values into the example. But first, let's get those initial insights. OVERLAPPING PROBLEMS, OVERLAPPING SOLUTIONS At a high enough level of abstraction, many problems in AI alignment seem very similar. The Goodhart problem, the issues machine learning has with  distributional shift, the problem of the nearest unblocked strategy,  unidentifiability of reward functions, even mesaoptimisation and the whole AI alignment problem itself - all of these can be seen, roughly, as variants of the same problem. That problem being that we have an approximately specified goal that looks ok, but turns out to be underspecified in dangerous ways. Of course, often the differences between the problems are as important as the similarities. Nevertheless, the similarities exist, which is why a lot of the solutions are",2020-02-26,2022-01-30 4:53:18,2022-01-30 4:53:18,2020-09-05 18:38:33,,,,,,,If I were a well-intentioned AI... I,,,,,,,,,,,,,,ZSCC: NoCitationData[s1]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/9VWKU6G5/gzWb5kWwzhdaqmyTt.html,,TechSafety; FHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7R7WMB83,blogPost,2015,"Tomasik, Brian",A Dialogue on Suffering Subroutines,Center on Long-Term Risk,,,,https://longtermrisk.org/a-dialogue-on-suffering-subroutines/,"This piece presents a hypothetical dialogue that explains why instrumental computational processes of a future superintelligence might evoke moral concern. Generally, agent-like components might emerge in many places, including the computing processes of a future civilization. Whether and how much these subroutines matter are questions for future generations to figure out, but it's good to keep an open mind to the possibility that our intuitions about what suffering is may change dramatically.",2015-08-29,2022-01-30 4:51:06,2022-01-30 4:51:06,2020-11-23 1:05:16,,,,,,,,,,,,,,en-US,,,,,,,ZSCC: NoCitationData[s1]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/GHRVZSNG/a-dialogue-on-suffering-subroutines.html,,CLR; TechSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMZ3TRE,blogPost,2017,"Oesterheld, Caspar",A behaviorist approach to building phenomenological bridges,The Universe from an Intentional Stance,,,,https://casparoesterheld.com/2017/10/22/a-behaviorist-approach-to-building-phenomenological-bridges/,"A few weeks ago, I wrote about the BPB problem and how it poses a problem for classical/non-logical decision theories. In my post, I briefly mentioned a behaviorist approach to BPB, only to immedia…",2017-10-22,2022-01-30 4:51:06,2022-01-30 4:51:06,2020-11-23 0:45:20,,,,,,,,,,,,,,en,,,,,,,ZSCC: NoCitationData[s1]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/VEDV2NXS/a-behaviorist-approach-to-building-phenomenological-bridges.html,,CLR; TechSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGQMWQFR,blogPost,2015,"Tomasik, Brian",Artificial Intelligence and Its Implications for Future Suffering,Center on Long-Term Risk,,,,https://longtermrisk.org/artificial-intelligence-and-its-implications-for-future-suffering/,"Artificial intelligence (AI) will likely transform the world later this century. Whether uncontrolled or controlled AIs would create more suffering in expectation is a question to explore further. Regardless, the field of AI safety and policy seems to be a very important space where altruists can make a positive-sum impact along many dimensions.",2015-04-10,2022-01-30 4:51:06,2022-01-30 4:51:06,2020-11-23 1:02:42,,,,,,,,,,,,,,en-US,,,,,,,ZSCC: NoCitationData[s1]  ACC: N/A,,,,CLR; MetaSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QD8MQPCV,blogPost,2017,Caspar,A survey of polls on Newcomb’s problem,The Universe from an Intentional Stance,,,,https://casparoesterheld.com/2017/06/27/a-survey-of-polls-on-newcombs-problem/,"One classic story about Newcomb’s problem is that, at least initially, people one-box and two-box in roughly equal numbers (and that everyone is confident in their position). To find out whet…",2017-06-27,2022-01-30 4:51:06,2022-01-30 4:51:06,2020-11-23 20:03:16,,,,,,,,,,,,,,en,,,,,,,ZSCC: NoCitationData[s0]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/EPR7NUV9/a-survey-of-polls-on-newcombs-problem.html,,CLR; TechSafety; AmbiguosSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P2J7P366,blogPost,2015,"Tomasik, Brian",A Lower Bound on the Importance of Promoting Cooperation,Center on Long-Term Risk,,,,https://longtermrisk.org/a-lower-bound-on-the-importance-of-promoting-cooperation/,This article suggests a lower-bound Fermi calculation for the cost-effectiveness of promoting cooperation. The purpose of this exercise is to make our thinking more concrete about how cooperation might reduce suffering and to make its potential more tangible.,2015-08-29,2022-01-30 4:51:06,2022-01-30 4:51:06,2020-11-23 1:04:00,,,,,,,,,,,,,,en-US,,,,,,,ZSCC: NoCitationData[s1]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/EPJR83PC/a-lower-bound-on-the-importance-of-promoting-cooperation.html,,CLR; MetaSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMFTWTV3,blogPost,2021,"Steinhardt, Jacob","Measurement, Optimization, and Take-off Speed",Jacob Steinhardt,,,,https://jsteinhardt.stat.berkeley.edu/blog/measurement-and-optimization,"In machine learning, we are obsessed with datasets and metrics: progress in areas as diverse as natural language understanding, object recognition, and reinforcement learning is tracked by numerical scores on agreed-upon benchmarks. Despite this, I think we focus too little on measurement—that is, on ways of extracting data from machine learning models that bears upon important hypotheses. This might sound paradoxical, since benchmarks are after all one way of measuring a model. However, benchmarks are a very narrow form of measurement, and I will argue below that trying to measure pretty much anything you can think of is a good mental move that is heavily underutilized in machine learning. I’ll argue this in three ways: Historically, more measurement has almost always been a great move, not only in science but also in engineering and policymaking. Philosophically, measurement has many good properties that bear upon important questions in ML. In my own research, just measuring something and seeing what happened has often been surprisingly fruitful.",2021-04-07,2022-01-30 4:50:55,2022-01-30 4:50:55,2021-11-14 19:03:14,,,,,,,,,,,,,,en,,,,,,,ZSCC: NoCitationData[s0]  ACC: N/A,,/Users/jacquesthibodeau/Zotero/storage/6IF9UF8E/measurement-and-optimization.html,,MetaSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
