Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Rohin_Shah_Blurb
IDS6VQUQ,conferencePaper,2018,"Cave, Stephen; ÓhÉigeartaigh, Seán S.",An AI Race for Strategic Advantage: Rhetoric and Risks,"Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society",978-1-4503-6012-8,,10.1145/3278721.3278780,https://dl.acm.org/doi/10.1145/3278721.3278780,,2018-12-27,2022-01-30 04:50:24,2022-01-30 04:50:24,2020-12-12 17:39:09,36-40,,,,,,An AI Race for Strategic Advantage,,,,,ACM,New Orleans LA USA,en,,,,,DOI.org (Crossref),,ZSCC: 0000066,,/Users/jacquesthibodeau/Zotero/storage/5F7NG3ZZ/Cave and ÓhÉigeartaigh - 2018 - An AI Race for Strategic Advantage Rhetoric and R.pdf; /Users/jacquesthibodeau/Zotero/storage/IFPKRRTZ/Cave and ÓhÉigeartaigh - 2018 - An AI Race for Strategic Advantage Rhetoric and R.pdf,,MetaSafety; CFI; CSER,artificial intelligence; ai narratives; ai risks; ai safety; arms race; global governance; international cooperation; strategic competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIES '18: AAAI/ACM Conference on AI, Ethics, and Society",,,,,,,,,,,,,,,,
46FKJWZG,conferencePaper,2021,"Maas, Matthijs M.","AI, Governance Displacement, and the (De)Fragmentation of International Law",SSRN Electronic Journal,,,10.2139/ssrn.3806624,https://www.ssrn.com/abstract=3806624,"The emergence, proliferation, and use of new general-purpose technologies can often produce significant political, redistributive, normative and legal effects on the world. Artificial intelligence (AI) has been identified as one such transformative technology. Many of its impacts may require global governance responses. However, what are the direct and indirect effects of AI technologies on the viability, form, or functioning of the international legal order itself? What, if any, are the prospects, peril or promise of AI-driven legal automation at the international level? This paper draws on an ‘AI Governance Disruption’ framework to understanding AI’s impacts on the global governance architecture. Focusing particularly on the potential for legal automation at the international law level, it explores three potential pathways of such ‘legal displacement’: (1) the automation of rule creation and arbitration; (2) the automation of monitoring & enforcement; or (3) the ‘replacement’ of international law with new architectural modes of (international) behaviour control. It then focuses on the effects of these trends on the architecture of international law. It distinguishes 10 different roles that AI applications could play, with distinct effects on the international legal order. That is, AI systems can serve as (1) legal ‘canary in the coal mine’, highlighting the need for greater cross-regime harmonization. However, it can also serve as (2) tough knot or (3) generator of regime fault lines. Under even modest scenarios of legal automation, AI systems may serve variably as a (4) shield, (5) patch, (6) cure, or (7) accelerator of international legal fragmentation. Finally, AI tools may serve as (8) differential enabler; (9) driver of value shifts, or (10) asymmetric weapon, potentially contributing to trends of contestation or erosion in the international legal order. The paper concludes with a brief review of the ways in which international lawyers or regime scholars might approach the risks and opportunities of increasing automation in international law, in order to leverage these trends and tools towards improved efficacy, resilience, and legitimacy of global governance.",2021-03,2022-01-30 04:50:24,2022-01-30 04:50:24,2021-10-31 16:58:43,,,,,,,,,,,,,,en,,,,,DOI.org (Crossref),,ZSCC: 0000000,,"/Users/jacquesthibodeau/Zotero/storage/EZ5UBQGN/Maas - 2021 - AI, Governance Displacement, and the (De)Fragmenta.pdf",,MetaSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Studies Association 2021,,,,,,,,,,,,,,,,
VJHUMTDA,conferencePaper,2020,"Hernandez-Orallo, Jose; Martınez-Plumed, Fernando; Avin, Shahar; Whittlestone, Jess; Ó hÉigeartaigh, Seán",AI Paradigms and AI Safety: Mapping Artefacts and Techniques to Safety Issues,European Conference on Artificial Intelligence,,,,,"AI safety often analyses a risk or safety issue, such as interruptibility, under a particular AI paradigm, such as reinforcement learning. But what is an AI paradigm and how does it affect the understanding and implications of the safety issue? Is AI safety research covering the most representative paradigms and the right combinations of paradigms with safety issues? Will current research directions in AI safety be able to anticipate more capable and powerful systems yet to come? In this paper we analyse these questions, introducing a distinction between two types of paradigms in AI: artefacts and techniques. We then use experimental data of research and media documents from AI Topics, an ofﬁcial publication of the AAAI, to examine how safety research is distributed across artefacts and techniques. We observe that AI safety research is not sufﬁciently anticipatory, and is heavily weighted towards certain research paradigms. We identify a need for AI safety to be more explicit about the artefacts and techniques for which a particular issue may be applicable, in order to identify gaps and cover a broader range of issues.",2020,2022-01-30 04:50:24,2022-01-30 04:50:24,,8,,,,,,,,,,,,,en,,,,,Zotero,,ZSCC: 0000002[s1],,/Users/jacquesthibodeau/Zotero/storage/8VXPTJN3/Hernandez-Orallo et al. - 2020 - AI Paradigms and AI Safety Mapping Artefacts and .pdf,,TechSafety; CFI; CSER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F3RKFH4C,conferencePaper,2020,"Avin, Shahar; Gruetzemacher, Ross; Fox, James",Exploring AI Futures Through Role Play,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",978-1-4503-7110-0,,10.1145/3375627.3375817,https://dl.acm.org/doi/10.1145/3375627.3375817,,2020-02-07,2022-01-30 04:50:07,2022-01-30 04:50:07,2020-12-12 02:16:36,8-14,,,,,,,,,,,ACM,New York NY USA,en,,,,,DOI.org (Crossref),,ZSCC: 0000007,,/Users/jacquesthibodeau/Zotero/storage/VVU88IR4/Avin et al. - 2020 - Exploring AI Futures Through Role Play.pdf,,MetaSafety; CSER; BERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AIES '20: AAAI/ACM Conference on AI, Ethics, and Society",,,,,,,,,,,,,,,,
5IRP3444,conferencePaper,2019,"Krasheninnikov, Dmitrii; Shah, Rohin; van Hoof, Herke",Combining reward information from multiple sources,,,,,,"Given two sources of evidence about a latent variable, one can combine the information from both by multiplying the likelihoods of each piece of evidence. However, when one or both of the observation models are misspeciﬁed, the distributions will conﬂict. We study this problem in the setting with two conﬂicting reward functions learned from different sources. In such a setting, we would like to retreat to a broader distribution over reward functions, in order to mitigate the effects of misspeciﬁcation. We assume that an agent will maximize expected reward given this distribution over reward functions, and identify four desiderata for this setting. We propose a novel algorithm, Multitask Inverse Reward Design (MIRD), and compare it to a range of simple baselines. While all methods must trade off between conservatism and informativeness, through a combination of theory and empirical results on a toy environment, we ﬁnd that MIRD and its variant MIRD-IF strike a good balance between the two.",2019,2022-01-30 04:50:07,2022-01-30 04:50:07,,14,,,,,,,,,,,,,en,,,,,Zotero,,ZSCC: 0000000[s0],,/Users/jacquesthibodeau/Zotero/storage/J9RMVNK6/Krasheninnikov et al. - Combining reward information from multiple sources.pdf,,CHAI; TechSafety; BERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NeurIPS 2019 workshop on Learning with Rich Experience: Integration of Learning Paradigms,,,,,,,,,,,,,,,,
86KX5STN,conferencePaper,2020,"Turner, Alexander Matt; Hadfield-Menell, Dylan; Tadepalli, Prasad",Conservative Agency,arXiv:1902.09725 [cs],,,,http://arxiv.org/abs/1902.09725,"Reward functions are easy to misspecify; although designers can make corrections after observing mistakes, an agent pursuing a misspecified reward function can irreversibly change the state of its environment. If that change precludes optimization of the correctly specified reward function, then correction is futile. For example, a robotic factory assistant could break expensive equipment due to a reward misspecification; even if the designers immediately correct the reward function, the damage is done. To mitigate this risk, we introduce an approach that balances optimization of the primary reward function with preservation of the ability to optimize auxiliary reward functions. Surprisingly, even when the auxiliary reward functions are randomly generated and therefore uninformative about the correctly specified reward function, this approach induces conservative, effective behavior.",2020,2022-01-30 04:50:07,2022-01-30 04:50:07,2019-12-16 22:27:35,,,,,,,,,,,,,,,,,,,arXiv.org,,ZSCC: 0000030  arXiv: 1902.09725,,/Users/jacquesthibodeau/Zotero/storage/X9X2DMMP/Turner et al. - 2019 - Conservative Agency.pdf; /Users/jacquesthibodeau/Zotero/storage/SIFRRDFT/1902.html,,CHAI; TechSafety; BERI,Computer Science - Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AI, Ethics, and Society 2020",,,,,,,,,,,,,,,,
J25XFHEV,conferencePaper,2019,"Gleave, Adam; Dennis, Michael; Kant, Neel; Wild, Cody; Levine, Sergey; Russell, Stuart",Adversarial Policies: Attacking Deep Reinforcement Learning,,,,,http://arxiv.org/abs/1905.10615,"Deep reinforcement learning (RL) policies are known to be vulnerable to adversarial perturbations to their observations, similar to adversarial examples for classiﬁers. However, an attacker is not usually able to directly modify another agent’s observations. This might lead one to wonder: is it possible to attack an RL agent simply by choosing an adversarial policy acting in a multi-agent environment so as to create natural observations that are adversarial? We demonstrate the existence of adversarial policies in zero-sum games between simulated humanoid robots with proprioceptive observations, against state-of-the-art victims trained via self-play to be robust to opponents. The adversarial policies reliably win against the victims but generate seemingly random and uncoordinated behavior. We ﬁnd that these policies are more successful in high-dimensional environments, and induce substantially different activations in the victim policy network than when the victim plays against a normal opponent. Videos are available at https://adversarialpolicies.github.io/.",2019-05-25,2022-01-30 04:50:06,2022-01-30 04:50:06,2019-07-11 18:47:45,,,,,,,Adversarial Policies,,,,,,,en,,,,,arXiv.org,,ZSCC: 0000139  arXiv: 1905.10615,,,,CHAI; TechSafety; BERI,Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Artificial Intelligence; I.2.6; Computer Science - Cryptography and Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICLR 2020,,,,,,,,,,,,,,,,
32BRB6AJ,conferencePaper,2020,"Bell, James; Linsefors, Linda; Oesterheld, Caspar; Skalse, Joar",Reinforcement Learning in Newcomblike Environments,Advances in Neural Information Processing Systems 34 pre-proceedings (NeurIPS 2021),,,,https://proceedings.neurips.cc/paper/2021/file/b9ed18a301c9f3d183938c451fa183df-Paper.pdf,"Newcomblike decision problems have been studied extensively in the decision theory literature, but they have so far been largely absent in the reinforcement learning literature. In this paper we study value-based reinforcement learning algorithms in the Newcomblike setting, and answer some of the fundamental theoretical questions about the behaviour of such algorithms in these environments. We show that a value-based reinforcement learning agent cannot converge to a policy that is not ratifiable, i.e., does not only choose actions that are optimal given that policy. This gives us a powerful tool for reasoning about the limit behaviour of agents – for example, it lets us show that there are Newcomblike environments in which a reinforcement learning agent cannot converge to any optimal policy. We show that a ratifiable policy always exists in our setting, but that there are cases in which a reinforcement learning agent normally cannot converge to it (and hence cannot converge at all). We also prove several results about the possible limit behaviours of agents in cases where they do not converge to any policy.",2020-12,2022-01-30 04:49:31,2022-01-30 04:49:31,2021-12-11 13:54:06,,,,,,,,,,,,,,,,,,,,,ZSCC: 0000000,,/Users/jacquesthibodeau/Zotero/storage/CXGA8ZF6/b9ed18a301c9f3d183938c451fa183df-Paper.pdf,,TechSafety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NeurIPS 2021,,,,,,,,,,,,,,,,
AZXZPENH,conferencePaper,2019,"Carey, Ryan",How Useful Is Quantilization For Mitigating Specification-Gaming?,,,,,,"For some tasks, there exists a goal that perfectly describes what the designer wants the AI system to achieve. For many tasks, however, the best available proxy objective is only a rough approximation of the designer’s intentions. When given such a goal, a system that optimizes the proxy objective tends to select degenerate solutions where the proxy reward is very different from the designer’s true reward function. One way to counteract the tendency toward speciﬁcation-gaming is quantilization, a method that interpolates between imitating demonstrations, and optimizing the proxy objective. If the demonstrations are of adequate quality, and the proxy reward overestimates performance, then quantilization has better guaranteed performance than other strategies. However, if the proxy reward underestimates performance, then either imitation or optimization will offer the best guarantee. This work introduces three new gym environments: Mountain Car-RR, Hopper-RR, and Video Pinball-RR, and shows that quantilization outperforms baselines on these tasks.",2019,2022-01-30 04:53:18,2022-01-30 04:53:18,,11,,,,,,,,,,,,,en,,,,,Zotero,,ZSCC: 0000000,,/Users/jacquesthibodeau/Zotero/storage/BXWIFTJ3/Carey - 2019 - HOW USEFUL IS QUANTILIZATION FOR MITIGATING SPECIF.pdf; /Users/jacquesthibodeau/Zotero/storage/6GSUMWMX/Carey - 2019 - HOW USEFUL IS QUANTILIZATION FOR MITIGATING SPECIF.pdf,,TechSafety; FHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICLR 2019,,,,,,,,,,,,,,,,
TCGHD6UP,conferencePaper,2019,"Kenton, Zachary; Filos, Angelos; Evans, Owain; Gal, Yarin",Generalizing from a few environments in safety-critical reinforcement learning,,,,,http://arxiv.org/abs/1907.01475,"Before deploying autonomous agents in the real world, we need to be confident they will perform safely in novel situations. Ideally, we would expose agents to a very wide range of situations during training, allowing them to learn about every possible danger, but this is often impractical. This paper investigates safety and generalization from a limited number of training environments in deep reinforcement learning (RL). We find RL algorithms can fail dangerously on unseen test environments even when performing perfectly on training environments. Firstly, in a gridworld setting, we show that catastrophes can be significantly reduced with simple modifications, including ensemble model averaging and the use of a blocking classifier. In the more challenging CoinRun environment we find similar methods do not significantly reduce catastrophes. However, we do find that the uncertainty information from the ensemble is useful for predicting whether a catastrophe will occur within a few steps and hence whether human intervention should be requested.",2019-07-02,2022-01-30 04:53:10,2022-01-30 04:53:10,2019-12-16 02:16:41,,,,,,,,,,,,,,,,,,,arXiv.org,,ZSCC: 0000010  arXiv: 1907.01475,,/Users/jacquesthibodeau/Zotero/storage/ANE5XDV5/Kenton et al. - 2019 - Generalizing from a few environments in safety-cri.pdf; /Users/jacquesthibodeau/Zotero/storage/JHSJ7739/Kenton et al. - 2019 - Generalizing from a few environments in safety-cri.pdf; /Users/jacquesthibodeau/Zotero/storage/6FIEE6TX/1907.html; /Users/jacquesthibodeau/Zotero/storage/XH3QNZBE/1907.html,,TechSafety; FHI,Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SafeML ICLR 2019 Workshop,,,,,,,,,,,,,,,,
I8H3DUG4,conferencePaper,2015,"Soares, Nate; Fallenstein, Benja; Armstrong, Stuart; Yudkowsky, Eliezer",Corrigibility,Workshops at the Twenty-Ninth AAAI Conference on Artificial Intelligence,,,,https://aaai.org/ocs/index.php/WS/AAAIW15/paper/view/10124/10136,,2015,2022-01-30 04:53:09,2022-01-30 04:53:09,,,,,,,,,,,,,,,,,,,,Google Scholar,,ZSCC: 0000092,,/Users/jacquesthibodeau/Zotero/storage/5HJ4SE3I/Corrigibility.pdf; /Users/jacquesthibodeau/Zotero/storage/RKMX5VC3/10124.html,,TechSafety; FHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9DI34W7N,conferencePaper,2021,"Hammond, Lewis; Fox, James; Everitt, Tom; Abate, Alessandro; Wooldridge, Michael",Equilibrium Refinements for Multi-Agent Influence Diagrams: Theory and Practice,arXiv:2102.05008 [cs],,,,http://arxiv.org/abs/2102.05008,"Multi-agent influence diagrams (MAIDs) are a popular form of graphical model that, for certain classes of games, have been shown to offer key complexity and explainability advantages over traditional extensive form game (EFG) representations. In this paper, we extend previous work on MAIDs by introducing the concept of a MAID subgame, as well as subgame perfect and trembling hand perfect equilibrium refinements. We then prove several equivalence results between MAIDs and EFGs. Finally, we describe an open source implementation for reasoning about MAIDs and computing their equilibria.",2021-02-09,2022-01-30 04:53:09,2022-01-30 04:53:09,2021-10-31 19:02:39,,,,,,,Equilibrium Refinements for Multi-Agent Influence Diagrams,,,,,,,,,,,,arXiv.org,,ZSCC: 0000001  arXiv: 2102.05008,,/Users/jacquesthibodeau/Zotero/storage/MNA45BR6/Hammond et al. - 2021 - Equilibrium Refinements for Multi-Agent Influence .pdf; /Users/jacquesthibodeau/Zotero/storage/RFFR9PAB/2102.html; /Users/jacquesthibodeau/Zotero/storage/QNX3GVKX/2102.html,,TechSafety,Computer Science - Artificial Intelligence; Computer Science - Computer Science and Game Theory; Computer Science - Multiagent Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20th International Conference on Autonomous Agents and Multiagent Systems (AAMAS-21),,,,,,,,,,,,,,,,
MCXZVITA,conferencePaper,2021,"Everitt, Tom; Carey, Ryan; Langlois, Eric; Ortega, Pedro A.; Legg, Shane",Agent Incentives: A Causal Perspective,Proceedings of the AAAI 2021 Conference,,,,http://arxiv.org/abs/2102.01685,"We present a framework for analysing agent incentives using causal influence diagrams. We establish that a well-known criterion for value of information is complete. We propose a new graphical criterion for value of control, establishing its soundness and completeness. We also introduce two new concepts for incentive analysis: response incentives indicate which changes in the environment affect an optimal decision, while instrumental control incentives establish whether an agent can influence its utility via a variable X. For both new concepts, we provide sound and complete graphical criteria. We show by example how these results can help with evaluating the safety and fairness of an AI system.",2021-03-15,2022-01-30 04:53:08,2022-01-30 04:53:08,2021-10-31 19:14:12,,,,,,,Agent Incentives,,,,,,,,,,,,arXiv.org,,ZSCC: 0000007  arXiv: 2102.01685,,/Users/jacquesthibodeau/Zotero/storage/7B2HXKEK/Everitt et al. - 2021 - Agent Incentives A Causal Perspective.pdf; /Users/jacquesthibodeau/Zotero/storage/2SVWH4CX/2102.html; /Users/jacquesthibodeau/Zotero/storage/5A6T2VB9/2102.html,,TechSafety,Computer Science - Machine Learning; Computer Science - Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAAI 2021,,,,,,,,,,,,,,,,
PJXNWQDW,conferencePaper,2020,"Cohen, Michael K.; Vellambi, Badri; Hutter, Marcus",Asymptotically Unambitious Artificial General Intelligence,arXiv:1905.12186 [cs],,,,http://arxiv.org/abs/1905.12186,"General intelligence, the ability to solve arbitrary solvable problems, is supposed by many to be artificially constructible. Narrow intelligence, the ability to solve a given particularly difficult problem, has seen impressive recent development. Notable examples include self-driving cars, Go engines, image classifiers, and translators. Artificial General Intelligence (AGI) presents dangers that narrow intelligence does not: if something smarter than us across every domain were indifferent to our concerns, it would be an existential threat to humanity, just as we threaten many species despite no ill will. Even the theory of how to maintain the alignment of an AGI's goals with our own has proven highly elusive. We present the first algorithm we are aware of for asymptotically unambitious AGI, where ""unambitiousness"" includes not seeking arbitrary power. Thus, we identify an exception to the Instrumental Convergence Thesis, which is roughly that by default, an AGI would seek power, including over us.",2020-07-21,2022-01-30 04:53:08,2022-01-30 04:53:08,2020-12-12 15:23:37,,,,,,,,,,,,,,,,,,,arXiv.org,,ZSCC: 0000004  arXiv: 1905.12186,,/Users/jacquesthibodeau/Zotero/storage/8DBEA75S/Cohen et al. - 2020 - Asymptotically Unambitious Artificial General Inte.pdf; /Users/jacquesthibodeau/Zotero/storage/JC4S2NBR/Cohen et al. - 2020 - Asymptotically Unambitious Artificial General Inte.pdf; /Users/jacquesthibodeau/Zotero/storage/KH9FQ5MZ/Cohen et al. - 2020 - Asymptotically Unambitious Artificial General Inte.pdf; /Users/jacquesthibodeau/Zotero/storage/K6N5WBE9/Cohen et al. - 2020 - Asymptotically Unambitious Artificial General Inte.pdf; /Users/jacquesthibodeau/Zotero/storage/U8FQ7GXJ/1905.html; /Users/jacquesthibodeau/Zotero/storage/JUUQB6N7/1905.html; /Users/jacquesthibodeau/Zotero/storage/NGFACCVM/1905.html; /Users/jacquesthibodeau/Zotero/storage/BNMPXS8T/1905.html,,TechSafety; FHI; DeepMind,"Computer Science - Artificial Intelligence; I.2.0; I.2.6; I.2.0, I.2.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAAI 2020,,,,,,,,,,,,,,,,
KVD64BBZ,conferencePaper,2017,"Abel, David; Salvatier, John; Stuhlmüller, Andreas; Evans, Owain",Agent-agnostic human-in-the-loop reinforcement learning,30th Conference on Neural Information Processing Systems (NIPS 2016),,,,,,2017,2022-01-30 04:53:08,2022-01-30 04:53:08,,,,,,,,,,,,,,,,,,,,Google Scholar,,ZSCC: 0000049,,/Users/jacquesthibodeau/Zotero/storage/K5CD6IT3/Abel et al. - 2017 - Agent-Agnostic Human-in-the-Loop Reinforcement Lea.pdf; /Users/jacquesthibodeau/Zotero/storage/R97ACVCM/1701.html; /Users/jacquesthibodeau/Zotero/storage/3AVWXX73/Abel et al. - 2017 - Agent-agnostic human-in-the-loop reinforcement lea.pdf; /Users/jacquesthibodeau/Zotero/storage/82F2UJJ4/1701.html,,TechSafety; FHI; Ought,Computer Science - Machine Learning; Computer Science - Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30th Conference on Neural Information Processing Systems (NIPS 2016),,,,,,,,,,,,,,,,
SAFIJZEA,conferencePaper,2016,"Krueger, David; Leike, Jan; Evans, Owain; Salvatier, John",Active reinforcement learning: Observing rewards at a cost,"Future of Interactive Learning Machines, NIPS Workshop",,,,,,2016,2022-01-30 04:53:08,2022-01-30 04:53:08,,,,,,,,Active reinforcement learning,,,,,,,,,,,,Google Scholar,,ZSCC: 0000010[s0],,/Users/jacquesthibodeau/Zotero/storage/KBMS9PIC/Krueger et al. - 2016 - Active reinforcement learning Observing rewards a.pdf,,TechSafety; FHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXZRZTKQ,conferencePaper,2019,"Cohen, Michael K.; Catt, Elliot; Hutter, Marcus",A Strongly Asymptotically Optimal Agent in General Environments,Proceedings of the Twenty-Eighth International Joint Conference on Artificial Intelligence,,,,http://arxiv.org/abs/1903.01021,"Reinforcement Learning agents are expected to eventually perform well. Typically, this takes the form of a guarantee about the asymptotic behavior of an algorithm given some assumptions about the environment. We present an algorithm for a policy whose value approaches the optimal value with probability 1 in all computable probabilistic environments, provided the agent has a bounded horizon. This is known as strong asymptotic optimality, and it was previously unknown whether it was possible for a policy to be strongly asymptotically optimal in the class of all computable probabilistic environments. Our agent, Inquisitive Reinforcement Learner (Inq), is more likely to explore the more it expects an exploratory action to reduce its uncertainty about which environment it is in, hence the term inquisitive. Exploring inquisitively is a strategy that can be applied generally; for more manageable environment classes, inquisitiveness is tractable. We conducted experiments in ""grid-worlds"" to compare the Inquisitive Reinforcement Learner to other weakly asymptotically optimal agents.",2019-05-27,2022-01-30 04:53:07,2022-01-30 04:53:07,2020-08-18 21:41:08,,,,,,,,,,,,,,,,,,,arXiv.org,,ZSCC: 0000006  arXiv: 1903.01021,,/Users/jacquesthibodeau/Zotero/storage/GW7QTF57/Cohen et al. - 2019 - A Strongly Asymptotically Optimal Agent in General.pdf; /Users/jacquesthibodeau/Zotero/storage/4RAI8NSE/Cohen et al. - 2019 - A Strongly Asymptotically Optimal Agent in General.pdf; /Users/jacquesthibodeau/Zotero/storage/7MREFNQ5/Cohen et al. - 2019 - A Strongly Asymptotically Optimal Agent in General.pdf; /Users/jacquesthibodeau/Zotero/storage/FKBA28KM/1903.html; /Users/jacquesthibodeau/Zotero/storage/BV4V8ZA4/1903.html; /Users/jacquesthibodeau/Zotero/storage/R852BRN9/1903.html,,TechSafety; FHI,Computer Science - Machine Learning; Computer Science - Artificial Intelligence; I.2.6; I.2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IJCAI 2019,,,,,,,,,,,,,,,,
BD9DG38U,conferencePaper,2019,"Qin, Chongli; O’Donoghue, Brendan; Stanforth, Robert; Gowal, Sven; Uesato, Jonathan; Swirszcz, Grzegorz; Kohli, Pushmeet",Verification Of Non-Linear Specifications For Neural Networks,,,,,,"Prior work on neural network veriﬁcation has focused on speciﬁcations that are linear functions of the output of the network, e.g., invariance of the classiﬁer output under adversarial perturbations of the input. In this paper, we extend veriﬁcation algorithms to be able to certify richer properties of neural networks. To do this we introduce the class of convex-relaxable speciﬁcations, which constitute nonlinear speciﬁcations that can be veriﬁed using a convex relaxation. We show that a number of important properties of interest can be modeled within this class, including conservation of energy in a learned dynamics model of a physical system; semantic consistency of a classiﬁer’s output labels under adversarial perturbations and bounding errors in a system that predicts the summation of handwritten digits. Our experimental evaluation shows that our method is able to effectively verify these speciﬁcations. Moreover, our evaluation exposes the failure modes in models which cannot be veriﬁed to satisfy these speciﬁcations. Thus, emphasizing the importance of training models not just to ﬁt training data but also to be consistent with speciﬁcations.",2019,2022-01-30 04:52:49,2022-01-30 04:52:49,,21,,,,,,,,,,,,,en,,,,,Zotero,,ZSCC: 0000011[s2],,/Users/jacquesthibodeau/Zotero/storage/GERBNPZ4/Qin et al. - 2019 - VERIFICATION OF NON-LINEAR SPECIFICATIONS FOR NEUR.pdf,,TechSafety; DeepMind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ICLR 2019,,,,,,,,,,,,,,,,
AVNF5F4K,conferencePaper,2018,"Dvijotham, Krishnamurthy; Garnelo, Marta; Fawzi, Alhussein; Kohli, Pushmeet",Verification of deep probabilistic models,"arXiv:1812.02795 [cs, stat]",,,,http://arxiv.org/abs/1812.02795,"Probabilistic models are a critical part of the modern deep learning toolbox - ranging from generative models (VAEs, GANs), sequence to sequence models used in machine translation and speech processing to models over functional spaces (conditional neural processes, neural processes). Given the size and complexity of these models, safely deploying them in applications requires the development of tools to analyze their behavior rigorously and provide some guarantees that these models are consistent with a list of desirable properties or specifications. For example, a machine translation model should produce semantically equivalent outputs for innocuous changes in the input to the model. A functional regression model that is learning a distribution over monotonic functions should predict a larger value at a larger input. Verification of these properties requires a new framework that goes beyond notions of verification studied in deterministic feedforward networks, since requiring worst-case guarantees in probabilistic models is likely to produce conservative or vacuous results. We propose a novel formulation of verification for deep probabilistic models that take in conditioning inputs and sample latent variables in the course of producing an output: We require that the output of the model satisfies a linear constraint with high probability over the sampling of latent variables and for every choice of conditioning input to the model. We show that rigorous lower bounds on the probability that the constraint is satisfied can be obtained efficiently. Experiments with neural processes show that several properties of interest while modeling functional spaces can be modeled within this framework (monotonicity, convexity) and verified efficiently using our algorithms",2018-12-06,2022-01-30 04:52:49,2022-01-30 04:52:49,2019-12-16 20:33:13,,,,,,,,,,,,,,,,,,,arXiv.org,,ZSCC: 0000020  arXiv: 1812.02795,,/Users/jacquesthibodeau/Zotero/storage/8MI349F4/Dvijotham et al. - 2018 - Verification of deep probabilistic models.pdf; /Users/jacquesthibodeau/Zotero/storage/EXVPIWAF/1812.html,,TechSafety; DeepMind,Computer Science - Machine Learning; Statistics - Machine Learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NeurIPS 2018 Workshop on Security in Machine Learning,,,,,,,,,,,,,,,,
